gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.4,0.01,0.5,0.7833333333333333,0.7121212121212122,0.746031746031746
0.4,0.01,0.7,0.75,0.6617647058823529,0.7031250000000001
0.4,0.01,0.9,0.75,0.6617647058823529,0.7031250000000001
0.4,0.05,0.1,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.05,0.3,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.05,0.5,0.7833333333333333,0.7121212121212122,0.746031746031746
0.4,0.05,0.7,0.75,0.6617647058823529,0.7031250000000001
0.4,0.05,0.9,0.75,0.6617647058823529,0.7031250000000001
0.4,0.1,0.1,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.1,0.3,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.1,0.5,0.7833333333333333,0.7121212121212122,0.746031746031746
0.4,0.1,0.7,0.75,0.6617647058823529,0.7031250000000001
0.4,0.1,0.9,0.75,0.6617647058823529,0.7031250000000001
0.4,0.2,0.1,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.2,0.3,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.2,0.5,0.7833333333333333,0.7121212121212122,0.746031746031746
0.4,0.2,0.7,0.75,0.6617647058823529,0.7031250000000001
0.4,0.2,0.9,0.75,0.6617647058823529,0.7031250000000001
0.4,0.3,0.1,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.3,0.3,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.3,0.5,0.7833333333333333,0.7121212121212122,0.746031746031746
0.4,0.3,0.7,0.75,0.6617647058823529,0.7031250000000001
0.4,0.3,0.9,0.75,0.6617647058823529,0.7031250000000001
0.4,0.4,0.1,0.8333333333333334,0.8064516129032258,0.819672131147541
0.4,0.4,0.3,0.8333333333333334,0.8064516129032258,0.819672131147541
0.4,0.4,0.5,0.7833333333333333,0.7230769230769231,0.752
0.4,0.4,0.7,0.75,0.6716417910447762,0.7086614173228347
0.4,0.4,0.9,0.75,0.6716417910447762,0.7086614173228347
