filepath,sensitivity,ppv,fmeasure
ibt-4-obt-2-hyb-0.06.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-2-hyb-0.08.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-2-hyb-0.1.fa,0.52173913,0.782608696,0.626086957
ibt-5-obt-1-hyb-0.4.fa,0.52173913,0.782608696,0.626086957
ibt-5-obt-1-hyb-0.5.fa,0.52173913,0.782608696,0.626086957
ibt-5-obt-2-hyb-0.02.fa,0.52173913,0.782608696,0.626086957
ibt-5-obt-2-hyb-0.04.fa,0.52173913,0.782608696,0.626086957
ibt-5-obt-2-hyb-0.fa,0.52173913,0.782608696,0.626086957
ibt-6-obt-1-hyb-0.4.fa,0.52173913,0.782608696,0.626086957
ibt-6-obt-1-hyb-0.5.fa,0.52173913,0.782608696,0.626086957
ibt-6-obt-2-hyb-0.02.fa,0.52173913,0.782608696,0.626086957
ibt-6-obt-2-hyb-0.04.fa,0.52173913,0.782608696,0.626086957
ibt-6-obt-2-hyb-0.fa,0.52173913,0.782608696,0.626086957
ibt-7-obt-1-hyb-0.4.fa,0.52173913,0.782608696,0.626086957
ibt-7-obt-1-hyb-0.5.fa,0.52173913,0.782608696,0.626086957
ibt-7-obt-2-hyb-0.02.fa,0.52173913,0.782608696,0.626086957
ibt-7-obt-2-hyb-0.04.fa,0.52173913,0.782608696,0.626086957
ibt-7-obt-2-hyb-0.fa,0.52173913,0.782608696,0.626086957
ibt-3-obt-1-hyb-0.4.fa,0.507246377,0.813953488,0.625
ibt-3-obt-1-hyb-0.5.fa,0.507246377,0.813953488,0.625
ibt-3-obt-2-hyb-0.02.fa,0.507246377,0.813953488,0.625
ibt-3-obt-2-hyb-0.04.fa,0.507246377,0.813953488,0.625
ibt-3-obt-2-hyb-0.fa,0.507246377,0.813953488,0.625
ibt-10-obt-1-hyb-0.4.fa,0.536231884,0.74,0.621848739
ibt-10-obt-1-hyb-0.5.fa,0.536231884,0.74,0.621848739
ibt-10-obt-2-hyb-0.02.fa,0.536231884,0.74,0.621848739
ibt-10-obt-2-hyb-0.04.fa,0.536231884,0.74,0.621848739
ibt-10-obt-2-hyb-0.fa,0.536231884,0.74,0.621848739
ibt-8-obt-2-hyb-0.2.fa,0.536231884,0.74,0.621848739
ibt-9-obt-1-hyb-0.4.fa,0.536231884,0.74,0.621848739
ibt-9-obt-1-hyb-0.5.fa,0.536231884,0.74,0.621848739
ibt-9-obt-2-hyb-0.02.fa,0.536231884,0.74,0.621848739
ibt-9-obt-2-hyb-0.04.fa,0.536231884,0.74,0.621848739
ibt-9-obt-2-hyb-0.fa,0.536231884,0.74,0.621848739
ibt-4-obt-0.5-hyb-0.8.fa,0.52173913,0.765957447,0.620689655
ibt-5-obt-0.5-hyb-0.8.fa,0.52173913,0.765957447,0.620689655
ibt-6-obt-0.5-hyb-0.8.fa,0.52173913,0.765957447,0.620689655
ibt-7-obt-0.5-hyb-0.8.fa,0.52173913,0.765957447,0.620689655
ibt-2-obt-2-hyb-0.2.fa,0.507246377,0.795454545,0.619469027
ibt-1-obt-1-hyb-0.08.fa,0.492753623,0.829268293,0.618181818
ibt-1-obt-1-hyb-0.1.fa,0.492753623,0.829268293,0.618181818
ibt-2-obt-1-hyb-0.4.fa,0.492753623,0.829268293,0.618181818
ibt-10-obt-0.5-hyb-0.8.fa,0.536231884,0.725490196,0.616666667
ibt-8-obt-3-hyb-0.02.fa,0.536231884,0.725490196,0.616666667
ibt-8-obt-3-hyb-0.fa,0.536231884,0.725490196,0.616666667
ibt-9-obt-0.5-hyb-0.8.fa,0.536231884,0.725490196,0.616666667
ibt-5-obt-2-hyb-0.2.fa,0.52173913,0.75,0.615384615
ibt-6-obt-2-hyb-0.2.fa,0.52173913,0.75,0.615384615
ibt-7-obt-2-hyb-0.2.fa,0.52173913,0.75,0.615384615
ibt-2-obt-3-hyb-0.02.fa,0.507246377,0.777777778,0.614035088
ibt-2-obt-3-hyb-0.fa,0.507246377,0.777777778,0.614035088
ibt-3-obt-0.5-hyb-0.8.fa,0.507246377,0.777777778,0.614035088
ibt-3-obt-2-hyb-0.2.fa,0.507246377,0.777777778,0.614035088
ibt-4-obt-1-hyb-0.4.fa,0.507246377,0.777777778,0.614035088
ibt-4-obt-1-hyb-0.5.fa,0.507246377,0.777777778,0.614035088
ibt-4-obt-2-hyb-0.02.fa,0.507246377,0.777777778,0.614035088
ibt-4-obt-2-hyb-0.04.fa,0.507246377,0.777777778,0.614035088
ibt-4-obt-2-hyb-0.fa,0.507246377,0.777777778,0.614035088
ibt-1-obt-6-hyb-0.1.fa,0.550724638,0.690909091,0.612903226
ibt-10-obt-2-hyb-0.2.fa,0.536231884,0.711538462,0.611570248
ibt-9-obt-2-hyb-0.2.fa,0.536231884,0.711538462,0.611570248
ibt-5-obt-3-hyb-0.02.fa,0.52173913,0.734693878,0.610169492
ibt-5-obt-3-hyb-0.fa,0.52173913,0.734693878,0.610169492
ibt-6-obt-3-hyb-0.02.fa,0.52173913,0.734693878,0.610169492
ibt-6-obt-3-hyb-0.fa,0.52173913,0.734693878,0.610169492
ibt-7-obt-3-hyb-0.02.fa,0.52173913,0.734693878,0.610169492
ibt-7-obt-3-hyb-0.fa,0.52173913,0.734693878,0.610169492
ibt-1-obt-0.5-hyb-0.9.fa,0.507246377,0.760869565,0.608695652
ibt-3-obt-3-hyb-0.02.fa,0.507246377,0.760869565,0.608695652
ibt-3-obt-3-hyb-0.fa,0.507246377,0.760869565,0.608695652
ibt-10-obt-3-hyb-0.02.fa,0.536231884,0.698113208,0.606557377
ibt-10-obt-3-hyb-0.fa,0.536231884,0.698113208,0.606557377
ibt-8-obt-2-hyb-0.3.fa,0.536231884,0.698113208,0.606557377
ibt-8-obt-3-hyb-0.04.fa,0.536231884,0.698113208,0.606557377
ibt-8-obt-3-hyb-0.06.fa,0.536231884,0.698113208,0.606557377
ibt-8-obt-3-hyb-0.08.fa,0.536231884,0.698113208,0.606557377
ibt-8-obt-3-hyb-0.1.fa,0.536231884,0.698113208,0.606557377
ibt-9-obt-3-hyb-0.02.fa,0.536231884,0.698113208,0.606557377
ibt-9-obt-3-hyb-0.fa,0.536231884,0.698113208,0.606557377
ibt-1-obt-1-hyb-0.06.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.02.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.04.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.06.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.08.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.1.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.2.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.3.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.4.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.5.fa,0.47826087,0.825,0.605504587
ibt-2-obt-0.5-hyb-0.fa,0.47826087,0.825,0.605504587
ibt-2-obt-1-hyb-0.02.fa,0.47826087,0.825,0.605504587
ibt-2-obt-1-hyb-0.04.fa,0.47826087,0.825,0.605504587
ibt-2-obt-1-hyb-0.fa,0.47826087,0.825,0.605504587
ibt-2-obt-2-hyb-0.3.fa,0.507246377,0.744680851,0.603448276
ibt-2-obt-3-hyb-0.04.fa,0.507246377,0.744680851,0.603448276
ibt-2-obt-3-hyb-0.06.fa,0.507246377,0.744680851,0.603448276
ibt-2-obt-3-hyb-0.08.fa,0.507246377,0.744680851,0.603448276
ibt-2-obt-3-hyb-0.1.fa,0.507246377,0.744680851,0.603448276
ibt-4-obt-2-hyb-0.2.fa,0.507246377,0.744680851,0.603448276
ibt-8-obt-3-hyb-0.2.fa,0.536231884,0.685185185,0.601626016
ibt-2-obt-2-hyb-0.06.fa,0.47826087,0.804878049,0.6
ibt-2-obt-2-hyb-0.08.fa,0.47826087,0.804878049,0.6
ibt-2-obt-2-hyb-0.1.fa,0.47826087,0.804878049,0.6
ibt-5-obt-2-hyb-0.3.fa,0.52173913,0.705882353,0.6
ibt-5-obt-3-hyb-0.04.fa,0.52173913,0.705882353,0.6
ibt-5-obt-3-hyb-0.06.fa,0.52173913,0.705882353,0.6
ibt-5-obt-3-hyb-0.08.fa,0.52173913,0.705882353,0.6
ibt-5-obt-3-hyb-0.1.fa,0.52173913,0.705882353,0.6
ibt-6-obt-2-hyb-0.3.fa,0.52173913,0.705882353,0.6
ibt-6-obt-3-hyb-0.04.fa,0.52173913,0.705882353,0.6
ibt-6-obt-3-hyb-0.06.fa,0.52173913,0.705882353,0.6
ibt-6-obt-3-hyb-0.08.fa,0.52173913,0.705882353,0.6
ibt-6-obt-3-hyb-0.1.fa,0.52173913,0.705882353,0.6
ibt-7-obt-2-hyb-0.3.fa,0.52173913,0.705882353,0.6
ibt-7-obt-3-hyb-0.04.fa,0.52173913,0.705882353,0.6
ibt-7-obt-3-hyb-0.06.fa,0.52173913,0.705882353,0.6
ibt-7-obt-3-hyb-0.08.fa,0.52173913,0.705882353,0.6
ibt-7-obt-3-hyb-0.1.fa,0.52173913,0.705882353,0.6
ibt-3-obt-2-hyb-0.3.fa,0.507246377,0.729166667,0.598290598
